gene_id,D4-1,D4-2,REH-1-WT,REH-2-WT
ENSG00000076067,145.60,195.55,131.08,119.64
ENSG00000076108,3109.22,4103.70,2034.92,1759.07
ENSG00000076201,475.00,566.00,300.00,245.00
ENSG00000076242,152.00,210.00,133.00,135.00
ENSG00000076248,1488.81,1725.00,1515.00,1229.00
ENSG00000076258,6.00,8.00,12.00,3.00
ENSG00000076321,218.00,262.00,182.00,150.00
ENSG00000076344,0.00,3.00,2.01,0.00
ENSG00000076351,6.72,2.00,15.88,2.90
ENSG00000076356,0.00,0.00,0.00,0.00
ENSG00000076382,1813.95,2305.86,1415.87,1098.00
ENSG00000076513,900.52,1052.50,641.81,505.53
ENSG00000076554,0.00,0.00,0.00,1.00
ENSG00000076555,135.15,163.71,101.00,96.00
ENSG00000076604,730.28,867.11,345.00,323.00
ENSG00000076641,1586.14,2245.56,1858.48,1829.00
ENSG00000076650,288.70,313.91,177.00,200.98
ENSG00000076662,169.75,227.62,50.03,67.14
ENSG00000076685,1431.16,1808.46,1187.89,1001.46
ENSG00000076706,8.00,12.02,4.00,4.00
ENSG00000076716,64.00,93.00,55.00,43.00
ENSG00000076770,799.00,1055.00,1467.00,1442.00
ENSG00000076826,1.00,0.00,0.00,1.00
ENSG00000076864,392.00,527.00,111.00,96.00
ENSG00000076924,947.00,1208.00,593.00,562.00
ENSG00000076928,2707.00,3572.00,1479.00,1245.00
ENSG00000076944,593.00,671.27,294.70,286.00
ENSG00000076984,793.98,968.07,546.26,535.73
ENSG00000077009,0.00,0.00,0.00,0.00
ENSG00000077044,3776.00,5003.00,1728.00,1351.00
ENSG00000077063,0.00,0.00,0.00,0.00
ENSG00000077080,1.00,1.00,0.00,0.00
ENSG00000077092,9.00,7.00,10.00,7.00
ENSG00000077097,15530.00,19915.00,17853.00,15272.00
ENSG00000077147,2206.00,2912.00,1785.00,1853.00
ENSG00000077150,547.08,754.65,175.00,215.00
ENSG00000077152,552.00,718.00,525.00,543.00
ENSG00000077157,346.94,474.71,305.73,300.67
ENSG00000077232,1068.36,1319.33,698.37,772.50
ENSG00000077235,1996.00,2397.00,1461.00,1268.00
ENSG00000077238,102.00,97.00,59.00,31.00
ENSG00000077254,1038.15,1353.12,655.24,608.71
ENSG00000077264,8.70,8.97,8.69,1.00
ENSG00000077274,0.00,0.00,0.00,0.00
ENSG00000077279,0.00,0.00,0.00,0.00
ENSG00000077312,2042.00,2333.99,1367.00,1324.00
ENSG00000077327,0.00,2.00,0.00,0.00
ENSG00000077348,266.00,314.00,241.00,205.00
ENSG00000077380,1199.00,1414.77,739.00,632.00
ENSG00000077420,5138.00,6215.00,4078.00,3507.00
ENSG00000077454,1283.72,1768.82,633.95,647.49
ENSG00000077458,329.00,462.00,325.00,396.00
ENSG00000077463,465.00,563.00,278.00,236.00
ENSG00000077498,0.00,0.00,0.00,0.00
ENSG00000077514,565.00,629.00,779.00,666.00
ENSG00000077522,2.00,8.00,5.00,6.00
ENSG00000077549,2472.00,3030.00,1593.00,1466.00
ENSG00000077585,197.00,245.00,116.00,79.00
ENSG00000077616,15.00,14.00,12.00,12.00
ENSG00000077684,741.06,932.09,684.00,572.01
ENSG00000077713,104.00,146.00,59.00,91.00
ENSG00000077721,799.66,970.69,578.00,602.00
ENSG00000077782,4010.59,5071.67,1934.00,1608.00
ENSG00000077800,7.83,9.71,2.00,3.00
ENSG00000077935,3.00,2.00,0.00,1.00
ENSG00000077942,8.00,18.99,5.73,2.00
ENSG00000077943,0.00,1.00,0.00,0.00
ENSG00000077984,4.00,4.00,0.00,2.00
ENSG00000078018,0.00,0.00,1.00,2.00
ENSG00000078043,707.00,975.00,465.00,451.00
ENSG00000078053,0.99,0.00,1.00,0.00
ENSG00000078061,517.00,730.00,409.00,386.00
ENSG00000078070,431.66,586.78,297.47,283.00
ENSG00000078081,1.00,5.03,0.00,0.00
ENSG00000078098,0.00,0.00,1.00,0.00
ENSG00000078114,0.00,3.00,0.00,0.00
ENSG00000078124,285.13,359.71,262.58,185.20
ENSG00000078140,1429.00,1795.00,1105.00,1127.00
ENSG00000078142,2550.09,3027.59,3044.01,2494.01
ENSG00000078177,578.75,776.99,828.64,757.00
ENSG00000078237,178.79,248.66,109.00,78.01
ENSG00000078246,398.00,429.00,265.00,205.00
ENSG00000078269,351.10,415.84,237.27,222.79
ENSG00000078295,0.00,15.39,0.00,0.00
ENSG00000078304,2355.89,2888.18,1602.71,1475.03
ENSG00000078319,143.44,187.29,84.25,99.14
ENSG00000078328,0.00,0.00,0.00,0.00
ENSG00000078369,5989.00,7108.00,5484.00,4942.00
ENSG00000078399,93.56,127.57,129.77,93.43
ENSG00000078401,7.00,7.00,0.00,0.00
ENSG00000078403,669.00,878.00,656.00,513.00
ENSG00000078487,75.33,70.36,47.00,42.08
ENSG00000078549,0.00,0.00,0.00,0.00
ENSG00000078579,0.00,0.00,0.00,0.00
ENSG00000078589,1.00,0.00,0.00,2.00
ENSG00000078596,2.00,7.00,0.00,5.00
ENSG00000078618,2560.10,3298.94,1840.39,1637.91
ENSG00000078668,1253.00,1553.00,1008.00,866.00
ENSG00000078674,2333.96,3016.04,2213.77,1824.00
ENSG00000078687,261.00,283.00,383.11,181.18
ENSG00000078699,539.63,715.26,347.68,334.46
ENSG00000078725,0.00,0.00,0.00,0.00
ENSG00000078747,970.00,1304.00,822.00,643.00
ENSG00000078795,8.58,22.85,14.18,10.40
ENSG00000078804,333.00,418.00,213.00,154.00
ENSG00000078808,1229.00,1398.00,758.00,590.00
ENSG00000078814,64.14,104.43,44.28,39.51
ENSG00000078898,0.00,0.00,0.00,0.00
ENSG00000078900,3.55,4.76,0.00,4.06
ENSG00000078902,459.00,554.00,261.00,202.00
ENSG00000078967,169.61,214.87,131.38,124.79
ENSG00000079101,1.00,1.00,0.00,0.00
ENSG00000079102,0.00,0.00,0.00,0.00
ENSG00000079112,0.00,0.00,0.00,0.00
ENSG00000079134,794.00,973.00,691.00,696.00
ENSG00000079150,107.00,98.00,86.00,68.00
ENSG00000079156,0.00,0.00,0.00,0.00
ENSG00000079215,17.00,25.00,0.00,1.00
ENSG00000079246,7993.00,9572.00,6930.00,6063.00
ENSG00000079257,81.00,111.00,67.00,61.00
ENSG00000079263,1.48,5.06,5.00,3.00
ENSG00000079277,391.71,452.37,213.74,204.99
ENSG00000079308,3534.23,4502.00,4683.00,3732.00
ENSG00000079313,952.23,1195.91,690.72,719.92
ENSG00000079332,1007.79,1311.19,989.60,860.22
ENSG00000079335,181.00,228.00,121.00,122.00
ENSG00000079337,69.94,108.50,9.00,12.00
ENSG00000079385,55.13,87.01,73.00,100.00
ENSG00000079387,921.00,1150.00,804.00,728.00
ENSG00000079393,0.00,0.00,4.00,0.00
ENSG00000079432,1446.00,1906.00,1272.00,960.00
ENSG00000079435,222.97,287.00,68.00,87.00
ENSG00000079459,3817.56,4698.83,2087.00,1772.00
ENSG00000079462,288.00,431.00,288.00,234.00
ENSG00000079482,204.76,290.05,214.89,162.81
ENSG00000079557,0.00,0.00,0.00,0.00
ENSG00000079616,1983.54,2528.00,1750.70,1561.12
ENSG00000079689,0.00,0.00,0.00,0.00
ENSG00000079691,36.00,25.00,34.00,26.00
ENSG00000079739,370.00,455.00,217.00,167.00
ENSG00000079785,1587.00,2054.00,1425.00,1308.00
ENSG00000079805,3565.39,4676.80,2673.44,2287.15
ENSG00000079819,3064.00,3564.73,1947.00,1659.00
ENSG00000079841,0.00,1.00,0.00,0.00
ENSG00000079931,21.00,18.00,8.00,14.00
ENSG00000079950,505.31,666.00,388.00,358.00
ENSG00000079974,442.05,534.30,190.77,229.23
ENSG00000079999,1314.00,1720.00,996.00,896.00
ENSG00000080007,0.00,1.00,0.00,0.00
ENSG00000080031,4.00,3.00,0.00,0.00
ENSG00000080166,4.00,10.00,0.00,2.00
ENSG00000080189,426.19,535.01,314.00,238.00
ENSG00000080200,1.00,1.00,0.00,1.00
ENSG00000080224,0.00,0.00,0.00,0.00
ENSG00000080293,2.00,0.00,0.00,0.00
ENSG00000080298,226.00,329.00,183.00,217.00
ENSG00000080345,2210.46,2948.15,2502.96,2201.00
ENSG00000080371,734.62,865.37,527.11,424.29
ENSG00000080493,20.00,23.00,32.00,12.00
ENSG00000080503,1828.00,2231.00,2012.00,1873.00
ENSG00000080511,0.00,0.00,0.00,0.00
ENSG00000080546,283.00,333.00,176.78,169.00
ENSG00000080561,0.00,0.00,0.00,0.00
ENSG00000080572,1.03,2.31,0.00,0.00
ENSG00000080573,0.00,0.00,0.00,0.00
ENSG00000080603,2801.74,3549.86,2165.62,1942.34
ENSG00000080608,687.00,924.00,759.00,691.00
ENSG00000080618,0.00,0.00,0.00,1.00
ENSG00000080644,15.00,10.00,1.00,8.00
ENSG00000080709,0.00,0.00,0.00,0.00
ENSG00000080802,360.82,462.33,259.76,198.60
ENSG00000080815,615.00,812.00,389.00,311.00
ENSG00000080819,339.00,370.00,178.00,203.00
ENSG00000080822,444.00,516.64,368.00,346.00
ENSG00000080823,44.69,56.00,29.00,29.00
ENSG00000080824,19468.96,23484.49,15131.93,13243.19
ENSG00000080839,619.59,846.35,737.62,714.35
ENSG00000080845,667.54,856.47,231.00,141.95
ENSG00000080854,0.00,0.00,0.00,0.00
ENSG00000080910,0.00,0.00,0.00,0.00
ENSG00000080947,174.06,228.31,96.11,91.43
ENSG00000080986,943.55,1080.43,752.00,661.00
ENSG00000081014,371.36,497.18,333.96,271.03
ENSG00000081019,670.00,912.00,551.00,523.00
ENSG00000081026,249.00,286.00,205.00,168.00
ENSG00000081041,0.00,1.00,0.00,0.00
ENSG00000081051,0.00,0.00,0.00,0.00
ENSG00000081052,3.00,0.00,5.00,1.00
ENSG00000081059,7.00,10.09,4.00,6.00
ENSG00000081087,181.00,197.72,97.00,105.00
ENSG00000081138,1.47,4.27,6.00,4.00
ENSG00000081148,12.92,15.33,3.00,0.00
ENSG00000081154,1138.00,1355.00,863.00,1035.00
ENSG00000081177,0.00,0.00,0.00,0.00
ENSG00000081181,0.00,2.00,0.00,1.00
ENSG00000081189,6173.88,7867.70,4904.85,4518.00
ENSG00000081237,4919.00,5921.00,3051.00,2783.00
ENSG00000081248,0.00,0.00,0.00,0.00
ENSG00000081277,0.00,0.00,0.00,0.00
ENSG00000081307,703.52,807.70,530.07,417.59
ENSG00000081320,1052.13,1411.74,503.59,499.00
ENSG00000081377,20.38,16.81,13.92,5.20
ENSG00000081386,288.00,374.00,176.00,201.00
ENSG00000081479,1.00,0.00,0.00,0.00
ENSG00000081665,253.88,295.47,209.58,185.45
ENSG00000081692,246.70,281.41,163.38,149.73
ENSG00000081721,369.00,460.00,242.00,293.00
ENSG00000081760,173.39,217.37,62.15,69.86
ENSG00000081791,1077.00,1395.00,593.00,599.00
ENSG00000081800,3.01,1.06,1.28,2.00
ENSG00000081803,0.00,0.00,0.00,0.00
ENSG00000081818,0.00,0.00,0.00,0.00
ENSG00000081842,0.00,0.00,0.00,0.00
ENSG00000081853,15.64,6.14,23.29,14.57
ENSG00000081870,361.76,453.91,324.98,315.00
ENSG00000081913,1364.24,1740.14,1044.00,860.00
ENSG00000081923,13.04,12.02,1.00,9.00
ENSG00000081985,1.00,0.00,0.00,0.00
ENSG00000082014,67.66,68.54,25.00,10.46
ENSG00000082068,460.00,550.78,395.00,362.00
ENSG00000082074,27.00,33.00,5.00,5.00
ENSG00000082126,12.73,13.11,11.74,12.15
ENSG00000082146,322.94,391.85,238.00,252.69
ENSG00000082153,3526.39,4303.69,2789.64,2853.55
ENSG00000082175,0.00,0.00,0.00,0.00
ENSG00000082196,66.49,97.00,45.19,42.00
ENSG00000082212,1263.72,1614.19,966.53,863.30
ENSG00000082213,427.26,530.00,279.00,268.00
ENSG00000082258,977.00,1249.00,774.00,855.00
ENSG00000082269,326.74,438.39,258.13,297.90
ENSG00000082293,0.00,3.00,0.00,0.00
ENSG00000082397,0.00,0.00,0.00,0.00
ENSG00000082438,37.00,30.25,33.00,35.00
ENSG00000082458,493.00,595.00,427.00,283.00
ENSG00000082482,0.00,0.00,0.00,0.00
ENSG00000082497,0.00,0.00,0.00,4.00
ENSG00000082512,254.21,368.47,162.00,120.00
ENSG00000082515,377.00,464.00,229.00,202.00
ENSG00000082516,946.00,1135.00,800.00,676.00
ENSG00000082556,1.00,3.38,1.00,0.00
ENSG00000082641,1516.00,1768.00,1011.00,1020.00
ENSG00000082684,0.00,0.00,1.00,0.00
ENSG00000082701,999.00,1308.00,818.00,700.00
ENSG00000082781,1.00,6.00,1.00,0.00
ENSG00000082805,725.26,912.01,534.01,565.99
ENSG00000082898,4715.97,6141.46,4767.90,4501.12
ENSG00000082929,0.00,1.00,0.00,0.00
ENSG00000082996,244.00,320.99,202.00,142.00
ENSG00000083067,25.49,46.27,19.67,12.98
ENSG00000083093,303.00,363.00,250.00,242.00
ENSG00000083097,413.25,528.33,351.93,327.78
ENSG00000083099,482.26,646.47,420.41,347.91
ENSG00000083123,376.10,479.27,228.01,292.00
ENSG00000083168,2067.00,2332.00,1999.00,1672.00
ENSG00000083223,462.00,602.00,260.00,226.00
ENSG00000083290,1.00,2.01,4.00,0.00
ENSG00000083307,0.00,0.00,0.00,0.00
ENSG00000083312,2471.80,3156.98,2233.00,2158.00
ENSG00000083444,395.19,530.81,146.00,158.00
ENSG00000083454,418.90,453.66,256.47,182.10
ENSG00000083457,218.01,258.00,176.33,142.00
ENSG00000083520,945.34,1188.07,826.41,658.57
ENSG00000083535,188.00,248.00,150.00,139.00
ENSG00000083544,147.00,190.00,146.00,105.00
ENSG00000083622,0.00,0.00,0.00,0.00
ENSG00000083635,202.00,244.00,175.00,164.00
ENSG00000083642,1646.00,2021.00,1743.00,1453.00
ENSG00000083720,975.81,1240.01,962.00,834.90
ENSG00000083750,196.00,252.00,162.00,154.00
ENSG00000083782,0.00,0.00,0.00,0.00
ENSG00000083799,396.96,504.69,333.12,279.00
ENSG00000083807,132.14,197.68,72.26,57.06
ENSG00000083812,238.63,302.54,157.81,114.20
ENSG00000083814,231.00,283.00,161.00,129.00
ENSG00000083817,64.00,95.00,79.00,63.00
ENSG00000083828,152.55,193.70,162.12,113.00
ENSG00000083838,134.93,151.84,98.13,79.36
ENSG00000083844,126.24,171.32,84.70,120.51
ENSG00000083845,7624.97,9217.97,5411.00,4498.00
ENSG00000083857,1.00,0.00,0.00,0.00
ENSG00000083896,1381.00,1611.00,1171.00,929.00
ENSG00000083937,222.00,281.00,165.00,165.00
ENSG00000084070,872.00,982.00,505.00,478.00
ENSG00000084072,605.00,703.55,392.00,333.92
ENSG00000084073,682.30,881.17,593.00,558.00
ENSG00000084090,2590.71,3315.05,2022.07,1805.93
ENSG00000084092,456.30,625.46,337.61,376.22
ENSG00000084093,1010.00,1218.00,808.00,757.00
ENSG00000084110,5.00,11.00,4.00,6.00
ENSG00000084112,1167.14,1447.40,430.33,389.33
ENSG00000084207,2479.00,2971.00,1727.00,1404.00
ENSG00000084234,3241.27,3830.66,1746.30,1446.19
ENSG00000084444,269.72,346.00,189.00,151.01
ENSG00000084453,2.71,1.10,4.02,0.00
ENSG00000084463,2095.96,2394.94,1518.00,1393.00
ENSG00000084623,2291.01,2809.39,1848.97,1518.99
ENSG00000084628,0.00,0.00,0.00,0.00
ENSG00000084636,0.00,0.00,0.00,0.00
ENSG00000084652,1594.00,2004.00,1140.00,874.00
ENSG00000084674,0.00,0.00,0.00,0.00
ENSG00000084676,442.00,540.00,429.00,376.00
ENSG00000084693,815.76,1069.07,652.57,527.10
ENSG00000084710,103.81,111.97,30.16,15.00
ENSG00000084731,381.00,495.00,205.00,165.00
ENSG00000084733,1302.00,1665.00,1057.00,1028.00
ENSG00000084734,0.00,0.00,0.00,0.00
ENSG00000084754,2026.00,2556.00,1407.00,1246.00
ENSG00000084764,3.00,3.00,2.00,4.00
ENSG00000084774,3358.90,4289.61,2599.85,2357.04
ENSG00000085063,166.00,225.08,215.00,160.00
ENSG00000085117,328.34,408.42,146.35,130.62
ENSG00000085185,570.00,641.00,273.00,252.00
ENSG00000085224,2082.00,2508.00,1968.00,1592.00
ENSG00000085231,337.02,392.46,275.61,243.23
ENSG00000085265,0.00,0.00,0.00,0.00
ENSG00000085274,294.62,364.31,251.90,288.19
ENSG00000085276,317.00,388.00,284.00,141.00
ENSG00000085365,449.00,613.00,355.78,344.00
ENSG00000085377,753.00,870.00,526.00,442.00
ENSG00000085382,204.00,295.14,173.00,189.00
ENSG00000085415,978.15,1218.06,746.84,640.44
ENSG00000085433,268.00,382.00,178.00,177.00
ENSG00000085449,503.00,693.00,296.00,287.00
ENSG00000085465,55.00,56.00,15.00,8.00
ENSG00000085491,590.23,740.60,292.69,333.00
ENSG00000085511,676.69,797.36,556.47,426.11
ENSG00000085514,25.38,24.37,22.10,3.00
ENSG00000085552,0.00,0.00,0.00,0.00
ENSG00000085563,0.00,0.00,0.00,0.00
ENSG00000085644,157.05,194.13,92.00,88.00
ENSG00000085662,2030.19,2417.93,1410.71,1243.09
ENSG00000085719,1049.00,1342.00,880.00,836.00
ENSG00000085721,1162.46,1401.04,914.19,812.97
ENSG00000085733,2.00,1.00,0.00,6.00
ENSG00000085741,0.00,3.00,3.00,1.00
ENSG00000085760,602.93,660.02,357.00,326.00
ENSG00000085788,675.49,897.86,369.34,394.59
ENSG00000085831,2.00,2.00,0.00,3.00
ENSG00000085832,779.00,959.17,675.00,581.00
ENSG00000085840,870.00,1047.81,739.00,724.00
ENSG00000085871,50.00,43.00,12.00,14.00
ENSG00000085872,1707.71,2082.44,1322.50,1186.79
ENSG00000085978,347.00,407.00,192.00,204.00
ENSG00000085982,0.00,4.00,1.00,0.00
ENSG00000085998,619.17,756.10,436.12,360.22
ENSG00000085999,1001.24,1185.55,922.31,848.51
ENSG00000086015,556.84,694.36,445.00,363.00
ENSG00000086061,3290.00,3712.00,2654.00,2478.00
ENSG00000086062,454.00,575.00,322.00,292.00
ENSG00000086065,353.00,407.00,225.00,225.00
ENSG00000086102,952.80,1142.46,830.00,720.00
ENSG00000086159,21.62,31.06,5.35,16.53
ENSG00000086189,536.00,722.00,499.00,362.00
ENSG00000086200,534.88,633.63,393.00,387.00
ENSG00000086205,0.00,0.00,0.00,0.00
ENSG00000086232,2686.22,3276.57,2034.95,1610.98
ENSG00000086288,0.00,0.00,0.00,0.00
ENSG00000086289,322.00,387.00,242.00,238.00
ENSG00000086300,0.00,0.00,0.00,0.00
ENSG00000086475,1250.00,1482.97,1317.00,1040.00
ENSG00000086504,858.00,970.00,447.00,404.00
ENSG00000086506,0.00,0.00,0.00,0.00
ENSG00000086544,103.00,147.00,49.00,34.00
ENSG00000086548,3.00,2.00,1.00,0.00
ENSG00000086570,1.00,0.00,0.00,0.00
ENSG00000086589,1137.00,1368.00,935.00,780.00
ENSG00000086598,2106.31,2630.38,1942.17,1895.55
ENSG00000086619,1004.00,1377.00,448.00,436.00
ENSG00000086666,398.00,507.99,261.00,294.00
ENSG00000086696,1.45,2.01,0.00,0.00
ENSG00000086712,495.43,535.24,400.00,377.00
ENSG00000086717,1.00,5.00,0.00,0.00
ENSG00000086730,4134.50,5058.57,2248.00,2093.00
ENSG00000086758,6515.00,8059.00,5544.00,4489.00
ENSG00000086827,512.00,559.00,414.00,426.00
ENSG00000086848,331.71,427.16,216.00,211.77
ENSG00000086967,12.00,10.00,2.00,2.00
ENSG00000086991,0.00,0.00,0.00,0.00
ENSG00000087008,214.00,277.00,190.00,164.00
ENSG00000087053,610.00,750.00,506.00,465.00
ENSG00000087074,306.01,326.00,103.00,106.00
ENSG00000087076,98.00,102.00,41.00,41.00
ENSG00000087077,749.00,873.00,435.00,414.00
ENSG00000087085,4.00,1.00,0.00,0.00
ENSG00000087086,3633.48,4294.00,1846.00,1677.00
ENSG00000087087,2831.00,3300.00,2332.00,2155.00
ENSG00000087088,741.07,969.00,508.00,461.00
ENSG00000087095,378.00,470.00,296.00,293.00
ENSG00000087111,788.62,964.63,499.00,428.00
ENSG00000087116,0.00,0.00,0.00,0.00
ENSG00000087128,0.00,0.00,0.00,0.00
ENSG00000087152,1086.00,1343.00,790.00,601.00
ENSG00000087157,307.94,456.41,243.00,228.00
ENSG00000087191,1988.47,2334.81,1533.07,1416.78
ENSG00000087206,472.00,529.39,385.00,288.00
ENSG00000087237,1.00,1.00,0.00,0.00
ENSG00000087245,0.00,0.00,0.00,0.00
ENSG00000087250,0.00,0.00,0.00,0.00
ENSG00000087253,2.37,2.32,1.00,1.00
ENSG00000087258,0.00,0.00,0.00,0.00
ENSG00000087263,961.09,1129.80,778.12,625.74
ENSG00000087266,460.24,666.65,150.14,146.53
ENSG00000087269,1432.40,1589.10,1251.70,1102.40
ENSG00000087274,2239.07,2831.85,1699.00,1570.00
ENSG00000087299,460.12,625.82,405.21,388.80
ENSG00000087301,324.00,448.00,309.00,255.00
ENSG00000087302,1726.91,2030.13,1529.94,1275.10
ENSG00000087303,309.38,360.40,312.07,255.90
ENSG00000087338,509.04,667.07,374.00,567.00
ENSG00000087365,4104.29,4684.32,3110.01,2649.00
ENSG00000087448,457.58,556.71,340.00,299.00
ENSG00000087460,9557.00,11315.27,6479.00,5982.00
ENSG00000087470,1272.13,1645.81,1122.92,1007.00
ENSG00000087494,1.00,1.00,0.00,0.00
ENSG00000087495,0.00,0.00,0.00,0.00
ENSG00000087502,440.86,572.50,349.25,312.00
ENSG00000087510,0.00,0.00,0.00,0.00
ENSG00000087586,1090.97,1243.89,440.00,491.00
ENSG00000087589,3.00,2.00,2.00,1.00
ENSG00000087842,0.00,0.00,0.00,0.00
ENSG00000087884,70.13,84.42,39.00,39.00
ENSG00000087903,113.00,128.59,123.28,62.00
ENSG00000087995,359.68,412.21,258.04,237.95
ENSG00000088002,10.01,14.00,0.00,3.00
ENSG00000088035,273.00,370.00,277.00,277.00
ENSG00000088038,1151.82,1288.39,802.28,865.78
ENSG00000088053,29.71,30.93,15.00,6.21
ENSG00000088179,230.00,310.00,278.00,166.00
ENSG00000088205,1683.87,2029.65,1446.93,1303.35
ENSG00000088247,5616.00,6864.00,4450.00,3784.00
ENSG00000088256,646.87,829.41,456.00,427.28
ENSG00000088280,119.00,125.00,74.00,36.00
ENSG00000088298,230.00,320.00,125.00,75.00
ENSG00000088305,296.00,354.00,196.00,169.00
ENSG00000088320,0.00,0.00,0.00,0.00
ENSG00000088325,3450.00,4030.00,2576.00,2494.00
ENSG00000088340,40.00,78.64,22.00,7.00
ENSG00000088356,359.96,471.89,260.98,228.99
ENSG00000088367,123.00,173.00,71.00,47.00
ENSG00000088386,8.21,9.75,3.00,2.98
ENSG00000088387,110.00,137.02,75.00,57.04
ENSG00000088448,1349.00,1878.00,1067.00,955.00
ENSG00000088451,167.00,234.00,104.00,119.00
ENSG00000088538,5.00,4.00,1.00,3.00
ENSG00000088543,20.00,29.00,17.00,14.00
ENSG00000088682,535.00,623.00,292.00,259.00
ENSG00000088726,0.00,0.00,0.00,0.00
ENSG00000088727,44.68,43.39,17.20,21.00
ENSG00000088756,3.00,1.00,0.00,0.00
ENSG00000088766,413.00,552.00,290.00,288.00
ENSG00000088782,0.00,0.00,0.00,0.00
ENSG00000088808,377.00,459.00,369.00,273.00
ENSG00000088812,542.00,626.00,371.00,289.00
ENSG00000088826,171.00,212.00,74.00,78.00
ENSG00000088827,0.00,1.00,2.00,0.00
ENSG00000088832,3607.10,4400.74,3014.60,2889.61
ENSG00000088833,553.00,629.00,465.00,404.00
ENSG00000088836,147.00,155.00,70.00,59.00
ENSG00000088854,203.00,228.00,126.00,135.00
ENSG00000088876,284.77,340.40,164.97,167.00
ENSG00000088881,243.00,307.00,181.00,156.00
ENSG00000088882,2717.00,3339.00,1471.00,1377.00
ENSG00000088888,2529.43,3068.08,1750.94,1320.07
ENSG00000088899,72.00,92.00,21.00,37.00
ENSG00000088926,1.00,0.00,0.00,0.00
ENSG00000088930,1941.82,2339.25,1644.70,1456.62
ENSG00000088970,216.00,284.00,186.00,98.00
ENSG00000088986,1956.26,2288.25,1302.00,1099.00
ENSG00000088992,4.00,5.00,0.00,0.00
ENSG00000089006,2511.92,3300.42,1799.01,1562.77
ENSG00000089009,12080.78,14186.03,9454.08,8340.71
ENSG00000089012,0.00,0.00,0.00,0.00
ENSG00000089022,831.62,1010.07,713.35,634.51
ENSG00000089041,302.08,380.98,96.52,45.01
ENSG00000089048,411.00,479.00,353.00,291.00
ENSG00000089050,233.03,280.39,160.12,210.00
ENSG00000089053,2508.43,3028.93,2299.35,1812.21
ENSG00000089057,596.00,686.00,440.00,362.00
ENSG00000089060,140.00,199.00,113.00,60.00
ENSG00000089063,1106.00,1346.00,826.00,764.00
ENSG00000089091,54.01,57.96,51.72,39.00
ENSG00000089094,1206.73,1488.67,997.88,737.37
ENSG00000089101,3.00,1.00,0.00,4.00
ENSG00000089116,0.00,0.00,0.00,0.00
ENSG00000089123,89.00,81.00,52.00,50.00
ENSG00000089127,110.94,134.48,138.00,87.00
ENSG00000089154,3704.00,4604.00,2989.00,2422.00
ENSG00000089157,23346.88,28024.85,17725.18,15619.60
ENSG00000089159,1326.02,1567.29,617.93,563.61
ENSG00000089163,21.00,38.00,6.00,21.00
ENSG00000089169,0.00,0.00,0.00,0.00
ENSG00000089177,375.00,404.00,361.00,327.00
ENSG00000089195,459.00,555.00,390.00,313.00
ENSG00000089199,0.00,1.00,0.00,0.00
ENSG00000089220,3326.00,4082.96,2486.00,2124.00
ENSG00000089225,0.00,0.00,0.00,0.00
ENSG00000089234,405.00,490.00,350.00,339.00
ENSG00000089248,1067.51,1203.80,906.05,746.13
ENSG00000089250,2.00,2.00,0.00,0.00
ENSG00000089280,10756.02,13124.41,7866.00,7022.00
ENSG00000089289,544.99,620.99,427.00,283.00
ENSG00000089327,982.00,1076.00,529.00,468.00
ENSG00000089335,451.16,587.67,372.00,323.77
ENSG00000089351,1068.00,1383.00,730.00,665.00
ENSG00000089356,0.00,0.00,0.00,0.00
ENSG00000089472,0.00,0.00,0.00,0.00
ENSG00000089486,364.00,442.00,269.00,216.00
ENSG00000089505,87.00,115.00,33.00,25.00
ENSG00000089558,2.00,1.00,0.00,0.00
ENSG00000089597,4707.00,5943.02,3354.00,3091.00
ENSG00000089639,1200.00,1485.00,443.00,397.00
ENSG00000089682,217.16,236.40,169.00,119.00
ENSG00000089685,1878.78,2258.97,1288.01,1045.07
ENSG00000089692,2.00,2.00,0.00,0.00
ENSG00000089693,1509.00,1825.00,796.00,652.00
ENSG00000089723,13.01,35.50,15.18,7.00
ENSG00000089737,2624.99,3053.50,1858.82,1717.00
ENSG00000089775,287.06,458.71,260.21,215.52
ENSG00000089818,294.00,375.00,233.00,171.00
ENSG00000089820,1458.88,1933.39,965.66,890.00
ENSG00000089847,422.00,585.00,85.00,85.00
ENSG00000089876,2.10,5.14,4.10,1.03
ENSG00000089902,5683.00,6969.00,2181.00,1934.00
ENSG00000089916,1342.22,1864.34,980.00,765.00
ENSG00000090006,1029.57,1345.00,615.94,544.97
ENSG00000090013,286.00,326.00,140.00,125.00
ENSG00000090020,332.41,366.00,234.00,184.00
ENSG00000090054,489.00,591.33,329.00,277.00
ENSG00000090060,3394.97,4208.16,2486.00,2512.83
ENSG00000090061,1154.96,1325.80,1049.69,831.06
ENSG00000090097,306.00,345.00,160.00,161.00
ENSG00000090104,485.00,596.00,2.00,7.00
ENSG00000090238,308.15,420.27,146.00,115.61
ENSG00000090263,127.49,188.10,90.43,116.91
ENSG00000090266,522.64,672.89,400.93,329.38
ENSG00000090273,2710.88,2961.66,2025.52,1720.25
ENSG00000090316,1151.06,1464.77,811.05,786.12
ENSG00000090339,166.16,168.74,105.50,66.07
ENSG00000090372,1493.00,1817.61,1035.00,750.40
ENSG00000090376,32.45,32.69,16.00,11.00
